"","nGene","nUMI","orig.ident","S.Score","G2M.Score","Phase","old.ident"
"B6_P1_M15",2756,18271.24,"B6",-0.0613287197055467,0.11387175853528,"G2M","B6"
"B6_P6_M15",1673,11495.66,"B6",-0.0963322717143093,-0.118766965558071,"G1","B6"
"B7_P1_M15",4736,28210.01,"B7",0.684964735040674,0.736175612235432,"G2M","B7"
"B7_P6_M15",2102,14398.32,"B7",-0.119887807027107,-0.0373242995250052,"G1","B7"
"B8_P2_M15",3488,22698.26,"B8",-0.0462789741008832,-0.108226423145741,"G1","B8"
"B9_P2_M15",2450,17109.56,"B9",0.0280001751177405,-0.0418127912521389,"S","B9"
"B9_P6_M15",1780,12606.8,"B9",-0.0530758557766338,-0.0109388058979007,"G1","B9"
"C10_P2_M15",6106,34390.07,"C10",0.647165151472244,0.751717944673968,"G2M","C10"
"C10_P4_M15",3196,20745.27,"C10",-0.0116342515118647,-0.0821644348470494,"G1","C10"
"C11_P1_M15",2034,13785.23,"C11",-0.0679301403735731,-0.116856434557677,"G1","C11"
"C11_P2_M15",1433,10471.86,"C11",-0.10369006214163,0.0921704914035728,"G2M","C11"
"C11_P3_M15",1279,8402.76,"C11",0.118411726546571,0.330256775211913,"G2M","C11"
"C11_P5_M15",2061,13782.88,"C11",-0.0982019761547795,0.0111108661441764,"G2M","C11"
"C11_P6_M15",2250,14984.91,"C11",0.0566896011079184,-0.0871613953123408,"S","C11"
"C12_P1_M15",2350,15678,"C12",-0.00428552459122888,-0.107259768042189,"G1","C12"
"C12_P2_M15",2285,15916.84,"C12",-0.0820479452855021,0.0145282897893048,"G2M","C12"
"C12_P5_M15",1976,12914.15,"C12",-0.116700597539768,-0.101605509836888,"G1","C12"
"C12_P6_M15",2193,14454.81,"C12",-0.151992945969864,-0.072599200018734,"G1","C12"
"C1_P1_M15",2859,19029.4,"C1",0.0163360763715985,-0.112698675249601,"S","C1"
"C1_P2_M15",1492,11477.85,"C1",-0.0523912801834162,-0.14791003254527,"G1","C1"
"C1_P6_M15",1689,10957.98,"C1",-0.0838575017834201,0.0974120054201206,"G2M","C1"
"C2_P1_M15",2756,18416.01,"C2",-0.117988473302798,-0.0982140868410391,"G1","C2"
"C2_P2_M15",4735,29137.23,"C2",0.687915866877671,0.452972413845333,"S","C2"
"C2_P3_M15",4958,30296.35,"C2",0.298787971710206,-0.0234774321251358,"S","C2"
"C2_P6_M15",1446,9897.65,"C2",-0.0255943991215108,-0.0983681637412835,"G1","C2"
"C3_P2_M15",2310,15311.94,"C3",-0.114673111672643,-0.0575157898487238,"G1","C3"
"C3_P6_M15",2182,14688.09,"C3",-0.12495418494212,-0.189241627838696,"G1","C3"
"C4_P1_M15",2715,16927.27,"C4",0.42862561396845,0.507463895981151,"G2M","C4"
"C4_P2_M15",2427,16845.51,"C4",0.115832244579302,0.0563694657019065,"S","C4"
"C4_P3_M15",2764,18180.88,"C4",-0.047728105912388,-0.077218192175115,"G1","C4"
"C4_P6_M15",2219,14966.64,"C4",0.0250466471794945,0.0299616629560097,"G2M","C4"
"C5_P1_M15",3781,24155.69,"C5",-0.0580051698403969,-0.00559644674168025,"G1","C5"
"C5_P2_M15",2450,17176.72,"C5",-0.102150437984071,0.00285869599186575,"G2M","C5"
"C5_P5_M15",1835,12276.35,"C5",-0.0345887900522365,-0.0669024079323938,"G1","C5"
"C5_P6_M15",2613,16238.9,"C5",-0.0904229899023949,-0.153783682033815,"G1","C5"
"C6_P1_M15",2925,18913.36,"C6",-0.0523645692750248,-0.0385625474024752,"G1","C6"
"C6_P2_M15",2140,15603.09,"C6",-0.0417155966736741,-0.139378746249602,"G1","C6"
"C6_P5_M15",1606,10681.98,"C6",-0.0404579850306472,-0.0205554944236213,"G1","C6"
"C6_P6_M15",1433,10274.44,"C6",-0.0732263149340636,-0.0713256532173887,"G1","C6"
"C7_P1_M15",2654,17783.83,"C7",0.178963206306312,0.134844633110167,"S","C7"
"C8_P1_M15",2969,19648.92,"C8",0.108822003741387,-0.049452471483711,"S","C8"
"C8_P2_M15",2861,19503.73,"C8",-0.0840385551142034,0.082986449427668,"G2M","C8"
"C8_P6_M15",2127,14515.45,"C8",-0.0676313855571978,0.0187443368582058,"G2M","C8"
"C9_P1_M15",2322,16111.51,"C9",0.0707420567772941,-0.0313220698306302,"S","C9"
"C9_P5_M15",2695,17316.62,"C9",0.0168331398483044,-0.0589155918109754,"S","C9"
"D10_P1_M15",2798,18053.91,"D10",-0.0351313090542975,-0.0715551497897121,"G1","D10"
"D10_P2_M15",1622,11914.08,"D10",-0.0204079848854385,0.00634580069499291,"G2M","D10"
"D10_P4_M15",2098,14881.77,"D10",0.104616668083679,0.213275249563515,"G2M","D10"
"D10_P5_M15",1769,11936.88,"D10",0.0240464698623477,-0.124040071494927,"S","D10"
"D10_P6_M15",3103,19713.23,"D10",-0.0141309404798343,0.0175156942923958,"G2M","D10"
"D11_P1_M15",4214,24154.7,"D11",-0.118769820175337,-0.0484218602166732,"G1","D11"
"D11_P2_M15",4849,26453.28,"D11",-0.00956960305470872,-0.189059592981346,"G1","D11"
"D11_P3_M15",1489,10000.25,"D11",0.131879800669271,0.0275063554344694,"S","D11"
"D11_P5_M15",2154,14038.85,"D11",0.0149522125438207,-0.00899061327428072,"S","D11"
"D11_P6_M15",1866,12891.3,"D11",-0.0107058083494215,-0.0726129139926359,"G1","D11"
"D12_P1_M15",3209,20601.93,"D12",-0.10795648729138,-0.00747291558847069,"G1","D12"
"D12_P2_M15",4790,28908.12,"D12",0.734986786098565,0.213535709827393,"S","D12"
"D12_P5_M15",2389,15638.09,"D12",-0.0987271343728014,-0.0768524736721344,"G1","D12"
"D1_P1_M15",1200,8750.28,"D1",-0.0763839688562014,-0.0217002740665522,"G1","D1"
"D1_P2_M15",2601,18334.11,"D1",-0.0427683618532571,0.0951888374677639,"G2M","D1"
"D1_P4_M15",2906,18824.67,"D1",-0.122535168878547,-0.077730161671291,"G1","D1"
"D1_P6_M15",2428,15451.17,"D1",-0.0153889064253649,0.115854873254763,"G2M","D1"
"D2_P2_M15",3482,23715.39,"D2",0.233879656207639,0.0493219713319256,"S","D2"
"D2_P3_M15",2854,18791.21,"D2",-0.0144528489060861,-0.00974989836459339,"G1","D2"
"D2_P5_M15",1807,12129.94,"D2",-0.0798225011270532,-0.00342543365355039,"G1","D2"
"D3_P1_M15",1494,8424.1,"D3",-0.00212667718028346,-0.0477269591173585,"G1","D3"
"D3_P2_M15",2801,18575.81,"D3",-0.00394297397649729,-0.0530131228743341,"G1","D3"
"D3_P5_M15",2372,15115.82,"D3",-0.0049131668619142,0.0623060604133226,"G2M","D3"
"D3_P6_M15",3482,16226.27,"D3",-0.0738471527166721,-0.0228733677197028,"G1","D3"
"D4_P2_M15",3031,19392.93,"D4",0.385829550703674,-0.00539747351871644,"S","D4"
"D4_P3_M15",2784,18819.43,"D4",0.0650751047643734,-0.0618663647611776,"S","D4"
"D4_P5_M15",1619,10928.7,"D4",-0.0520393978986959,-0.119759226832682,"G1","D4"
"D4_P6_M15",1207,10216.35,"D4",-0.0764592767594492,-0.113341674772366,"G1","D4"
"D5_P1_M15",4619,27896.26,"D5",0.038680238273931,0.731239425817557,"G2M","D5"
"D5_P2_M15",1710,11342.5,"D5",0.304955205308215,0.430563336818707,"G2M","D5"
"D5_P3_M15",3069,19900.83,"D5",0.0138088635540512,0.0762970225493406,"G2M","D5"
"D5_P6_M15",2174,14407.04,"D5",-0.0596815368746181,-0.0530810024194761,"G1","D5"
"D6_P1_M15",1555,11411.04,"D6",-0.0440897439028453,-0.00359469229881018,"G1","D6"
"D6_P2_M15",2420,17411.3,"D6",0.0379737161330906,0.128659299147595,"G2M","D6"
"D6_P5_M15",2210,14288.93,"D6",-0.00171526717264059,-0.0838403372547469,"G1","D6"
"D6_P6_M15",2236,13501.5,"D6",-0.0979715848069904,0.0136337301849701,"G2M","D6"
"D7_P1_M15",2633,17798.05,"D7",-0.0887041977809377,-0.0223121698384446,"G1","D7"
"D7_P2_M15",4374,27477.16,"D7",0.767044501035306,0.461050655940878,"S","D7"
"D7_P4_M15",3952,24312.81,"D7",0.00370144315837598,-0.0206907213639766,"S","D7"
"D7_P5_M15",2562,16521.84,"D7",-0.081984319879174,0.0303487521117725,"G2M","D7"
"D8_P1_M15",3425,21542.43,"D8",0.00150402352274739,-0.0150695468253656,"S","D8"
"D8_P5_M15",2427,15318.49,"D8",-0.0116945635351544,0.0378821334150479,"G2M","D8"
"D8_P6_M15",1892,12918.48,"D8",-0.161230353242406,-0.0495544795789092,"G1","D8"
"D9_P1_M15",2481,16452.86,"D9",-0.119015745736012,-0.163240495596109,"G1","D9"
"D9_P2_M15",2037,13781.26,"D9",0.465274471617905,0.423024068662583,"S","D9"
"E10_P1_M15",2084,14319.44,"E10",0.0627038688562558,-0.131995715696791,"S","E10"
"E10_P2_M15",2823,19111.5,"E10",0.0704250352196638,-0.128714506373113,"S","E10"
"E10_P5_M15",2138,11135.39,"E10",0.133703856539733,0.517795702102321,"G2M","E10"
"E10_P6_M15",2641,16709.38,"E10",0.0346903896145806,0.0633798780116202,"G2M","E10"
"E11_P1_M15",1959,14169.5,"E11",-0.0215356473360219,0.0475805958905814,"G2M","E11"
"E11_P2_M15",5019,29875.61,"E11",-0.0913960942840811,0.313494238517143,"G2M","E11"
"E11_P3_M15",3316,21320.94,"E11",0.0280032711961716,-0.0656231644892182,"S","E11"
"E11_P5_M15",2814,17642.21,"E11",0.0338865580397084,-0.0398736921512993,"S","E11"
"E11_P6_M15",2264,14940.88,"E11",-0.0730508684316429,-0.0287331675873618,"G1","E11"
"E12_P1_M15",2560,16942.41,"E12",0.0212901736162383,-0.0110576600044458,"S","E12"
"E12_P2_M15",2784,18215.11,"E12",-0.163309581789027,-0.0565308911934997,"G1","E12"
"E12_P4_M15",2055,14458.99,"E12",-0.0437098228164771,-0.0638010864483715,"G1","E12"
"E12_P5_M15",3057,18816.59,"E12",-0.100869827170405,0.0152859372318972,"G2M","E12"
"E12_P6_M14",2366,15358.15,"E12",-0.0157779447530647,0.00502112654496178,"G2M","E12"
"E1_P1_M15",4631,27551.66,"E1",0.815362352793131,0.142401551119572,"S","E1"
"E1_P2_M15",2030,14198.52,"E1",-0.0703417696914835,-0.0319874058837175,"G1","E1"
"E1_P4_m15",1233,9052.46,"E1",0.112365176730958,-0.0787392059910721,"S","E1"
"E1_P5_M15",6211,32897.48,"E1",0.150663857554325,0.829614179673502,"G2M","E1"
"E2_P1_M15",3003,20039.42,"E2",-0.00573596202634213,0.0869853518230892,"G2M","E2"
"E2_P2_M15",1959,13987.01,"E2",-0.0856155382961432,-0.0567990072469667,"G1","E2"
"E2_P6_M15",4184,24744.66,"E2",0.151116220240274,0.0444582906975762,"S","E2"
"E3_P1_M15",2546,16987.75,"E3",0.0278822732325363,0.187846772661995,"G2M","E3"
"E3_P6_M15",1999,13408.09,"E3",-0.163660916204298,-0.112679140556586,"G1","E3"
"E4_P1_M15",2911,19072,"E4",0.019137030065652,-0.0457032489367727,"S","E4"
"E4_P2_M15",3852,22720.18,"E4",0.0640306027369781,0.854869876199856,"G2M","E4"
"E4_P5_M15",1711,11722.46,"E4",0.0692092829289654,-0.055822105859077,"S","E4"
"E5_P2_M15",4806,28491.08,"E5",0.444726829091474,0.0260942024782978,"S","E5"
"E5_P6_M15",2015,11906.37,"E5",0.021212885360733,-0.0592013980962018,"S","E5"
"E6_P5_M15",2365,15070.59,"E6",-0.0977249689194699,-0.024980873679428,"G1","E6"
"E7_P1_M15",2580,17119.07,"E7",0.0569237070620983,-0.0865350111760654,"S","E7"
"E8_P2_M15",3769,23404.06,"E8",0.494792895769951,0.109768181461216,"S","E8"
"E8_P6_M15",2694,17008.54,"E8",-0.140748091936539,-0.092057771589392,"G1","E8"
"E9_P1_M15",2673,17573.1,"E9",-0.0114639530691486,0.199680478577076,"G2M","E9"
"E9_P6_M15",3692,21963.45,"E9",-0.0773261281116622,-0.123477418328789,"G1","E9"
"F10_P1_M15",2484,16444.97,"F10",0.0080761233416661,-0.0705636184059856,"S","F10"
"F10_P2_M15",1979,14126.05,"F10",-0.0712000162213634,0.0884191354284362,"G2M","F10"
"F10_P5_M15",1530,10548.86,"F10",-0.0198705177501862,-0.125908914864711,"G1","F10"
"F10_P6_M15",2109,14266.48,"F10",0.00957328999823315,-0.10416413068482,"S","F10"
"F11_P1_M15",1265,8456.91,"F11",0.103284596790616,0.0509834617088263,"S","F11"
"F11_P2_M15",3194,21727.27,"F11",-0.116365406563851,-0.00923151294687183,"G1","F11"
"F11_P5_M15",2398,15388.04,"F11",-0.142018297655161,-0.0988438402783764,"G1","F11"
"F12_P1_M15",4525,27190.44,"F12",0.0230738672525749,0.850674218666631,"G2M","F12"
"F12_P2_M15",4510,28062.17,"F12",-0.0339959785991221,-0.077293789326344,"G1","F12"
"F12_P6_M14",2133,14378.13,"F12",0.0232362483487586,-0.0419338523580002,"S","F12"
"F1_P1_M15",3950,24199.26,"F1",0.0564280474284133,-0.0363635474309845,"S","F1"
"F1_P2_M15",1674,12908.28,"F1",-0.169357577950548,-0.0325763126951358,"G1","F1"
"F1_P4_M15",1464,10054.12,"F1",0.0015421880352926,0.326753333498571,"G2M","F1"
"F1_P6_M15",2272,14123.03,"F1",0.0768851632095605,0.0236596368131272,"S","F1"
"F2_P1_M15",3349,21557.25,"F2",-0.0313185007920691,0.0166345688512213,"G2M","F2"
"F2_P5_M15",2032,13602.99,"F2",0.0138914672474675,-0.111870704367824,"S","F2"
"F2_P6_M15",2253,15010.92,"F2",0.123382160745745,-0.106617696956827,"S","F2"
"F3_P1_M15",2163,14635.65,"F3",0.0897537482921775,-0.0901729579099588,"S","F3"
"F3_P4_M15",3170,20849.69,"F3",-0.00497927966639766,0.0493104015981549,"G2M","F3"
"F3_P5_M15",1465,7321.85,"F3",-0.12114107110792,-0.154222796129185,"G1","F3"
"F3_P6_M15",5291,27724.1,"F3",0.437745333842034,0.00244658235872069,"S","F3"
"F4_P5_M15",1665,10677.84,"F4",-0.090692656721737,-0.145616815147501,"G1","F4"
"F5_P1_M15",1525,10847.19,"F5",-0.0919890688019367,-0.0814564548732797,"G1","F5"
"F5_P5_M15",4168,24295.78,"F5",0.172879438776006,0.915361692041059,"G2M","F5"
"F6_P2_M15",2148,15236.31,"F6",-0.0833068723110295,-0.0764449473599257,"G1","F6"
"F6_P3_M15",3906,25420.59,"F6",0.486497773502632,0.201926470087833,"S","F6"
"F6_P5_M15",2392,14890.36,"F6",-0.0926580234972294,-0.0431653167232203,"G1","F6"
"F6_P6_M15",2222,14928.85,"F6",-0.0720073143928272,0.0644405116517243,"G2M","F6"
"F7_P1_M15",2046,13717.39,"F7",-0.012566644200364,0.0419169137196646,"G2M","F7"
"F7_P6_M15",2038,14000.62,"F7",-0.0306857494112069,-0.102270766958332,"G1","F7"
"F8_P5_M15",5240,28729.98,"F8",0.748782059600255,0.571536664989979,"S","F8"
"F8_P6_M15",4125,23582.68,"F8",0.458217013799849,0.04020335154894,"S","F8"
"F9_P6_M15",2258,15119.39,"F9",-0.0773065832870389,-0.0257937296288819,"G1","F9"
"G10_P1_M15",2028,13496.77,"G10",-0.103016560408275,-0.0650515353004729,"G1","G10"
"G10_P6_M15",4659,26842.16,"G10",0.174966055667373,0.817611694860229,"G2M","G10"
"G11_P1_M15",4512,27410.37,"G11",0.777077359853705,0.535640675751342,"S","G11"
"G11_P5_M15",1432,9707.53,"G11",-0.108449077041681,-0.0752534682459056,"G1","G11"
"G11_P6_M15",2183,14706.6,"G11",-0.163060525586081,-0.119096310814214,"G1","G11"
"G12_P1_M15",2620,17689.11,"G12",-0.0690886402804499,0.0350785245115483,"G2M","G12"
"G12_P2_M15",1927,14098.76,"G12",-0.0753944689963221,-0.0648384686915842,"G1","G12"
"G12_P6_M14",1957,13681.99,"G12",0.0633076956120187,-0.0185401692563333,"S","G12"
"G1_P1_M15",5693,32426.26,"G1",0.696468630383562,0.158341135403074,"S","G1"
"G1_P2_M15",2186,15961.28,"G1",-0.095717169895643,-0.0779827732095337,"G1","G1"
"G1_P4_M15",1973,13539.95,"G1",0.00991498021221954,-0.0542161038917498,"S","G1"
"G1_P5_M15",1868,11921.66,"G1",-0.02744147635585,-0.053579164197443,"G1","G1"
"G1_P6_M15",2071,13371.05,"G1",-0.032965138521465,-0.182590705570645,"G1","G1"
"G2_P1_M15",2738,18181.8,"G2",0.0586676385892415,0.1807672195418,"G2M","G2"
"G2_P2_M15",4517,28858.1,"G2",0.83192347550859,0.39750029424973,"S","G2"
"G3_P1_M15",3793,24094.75,"G3",-0.0394738737942566,-0.0104759235313837,"G1","G3"
"G3_P3_M15",4606,28488.81,"G3",0.636738654042975,0.6603715951584,"G2M","G3"
"G3_P4_M15",4452,25361.02,"G3",0.010537542772151,0.0817584705149722,"G2M","G3"
"G3_P5_M15",2064,13260.65,"G3",-0.113325968310839,-0.0770416720948446,"G1","G3"
"G3_P6_M15",3180,13244.23,"G3",-0.0330972172690179,-0.0176559046941171,"G1","G3"
"G4_P1_M15",3429,21140.45,"G4",-0.0169266857905212,0.00693584140852621,"G2M","G4"
"G4_P2_M15",1657,12307.84,"G4",-0.0993621834309233,0.0829591614712334,"G2M","G4"
"G4_P5_M15",1749,11836.22,"G4",0.024582450700701,-0.0666523835350398,"S","G4"
"G5_P1_M15",5834,32817.18,"G5",0.138939505156679,0.688250538809961,"G2M","G5"
"G5_P6_M15",1649,11483.75,"G5",-0.0689976068437614,-0.0689148751873515,"G1","G5"
"G6_P2_M15",5016,29573.56,"G6",0.286651495451087,0.887421990445495,"G2M","G6"
"G6_P5_M15",3964,23670.82,"G6",0.703285514115793,0.18459984000833,"S","G6"
"G6_P6_M15",1628,11638.32,"G6",0.0276389786607287,0.0208422208247606,"S","G6"
"G7_P5_M15",2204,14450.9,"G7",-0.0549127107196648,-0.0924935097218772,"G1","G7"
"G7_P6_M15",2492,16803.21,"G7",-0.0694500694861921,-0.00989092282834036,"G1","G7"
"G8_P1_M15",3466,22046.52,"G8",-0.0550405345500455,0.049782052303233,"G2M","G8"
"G8_P2_M15",2606,18110.89,"G8",-0.0457806497429687,-0.0542717268921725,"G1","G8"
"G8_P5_M15",2434,15872.63,"G8",-0.0270183894938551,0.0518799165332792,"G2M","G8"
"G8_P6_M15",3884,23012.73,"G8",0.501792945109608,-0.0130696664415877,"S","G8"
"G9_P1_M15",1308,8100.69,"G9",0.212676783651212,0.6327677077172,"G2M","G9"
"G9_P5_M15",1563,10509.91,"G9",-0.0948834976539397,-0.0814013957169468,"G1","G9"
"G9_P6_M15",3728,21054.32,"G9",-0.165089882400426,-0.150523173488643,"G1","G9"
"H10_P1_M15",1715,12113.65,"H10",-0.103565830514612,-0.0492748144676441,"G1","H10"
"H10_P2_M15",2116,14951.75,"H10",-0.0344741624921686,-0.038350496111182,"G1","H10"
"H10_P4_M15",4426,26217.03,"H10",0.268034992684155,0.0913625905170085,"S","H10"
"H10_P5_M15",1405,7766.96,"H10",0.400733495521033,-0.040153026374576,"S","H10"
"H10_P6_M15",1298,9689.66,"H10",0.0333554521415367,0.0430604958193846,"G2M","H10"
"H11_P1_M15",2315,15005.74,"H11",-0.0349358909039572,0.0142585434735042,"G2M","H11"
"H11_P2_M15",3087,19774.31,"H11",0.0391585582763475,0.0870782844649017,"G2M","H11"
"H11_P3_M15",2409,16007.36,"H11",-0.0651628558870763,-0.187887086186023,"G1","H11"
"H11_P6_M15",2562,15568.15,"H11",0.462420560234782,0.168268140687691,"S","H11"
"H12_P1_M15",1522,10929.74,"H12",-0.0643700452710539,-0.151387473522384,"G1","H12"
"H12_P2_M15",2920,19071.2,"H12",-0.108125239920177,0.0470910068747607,"G2M","H12"
"H12_P5_M15",4205,24809.25,"H12",0.240206591183397,0.84755727586912,"G2M","H12"
"H12_P6_M14",2356,15274.22,"H12",0.070038663345392,-0.0763043014356635,"S","H12"
"H1_P1_M15",2370,15870.87,"H1",-0.109350496600229,-0.00351638478767435,"G1","H1"
"H1_P2_M15",2166,14895.99,"H1",-0.0402167980870747,0.117234356116835,"G2M","H1"
"H1_P4_M15",1479,10278.24,"H1",-0.135495896416628,-0.0986771673619086,"G1","H1"
"H1_P6_M15",2010,12091.2,"H1",-0.0482687870316742,-0.0235702699076698,"G1","H1"
"H2_P1_M15",2145,15200.28,"H2",-0.0448271385403047,-0.0528421138313091,"G1","H2"
"H2_P2_M15",3416,22525.03,"H2",-0.0548649425903901,-0.0814958855053973,"G1","H2"
"H2_P3_M15",4860,26965.75,"H2",-0.0289966092989812,-0.132775828729136,"G1","H2"
"H2_P6_M15",2034,14049.83,"H2",-0.139195988276445,-0.0853342666147904,"G1","H2"
"H3_P1_M15",1677,12181.53,"H3",-0.128854675688626,-0.0976196651773266,"G1","H3"
"H3_P6_M15",2573,16740.51,"H3",-0.0736379933203383,-0.057859133404998,"G1","H3"
"H4_P2_M15",2055,14578.08,"H4",-0.108799890299532,0.0355598150378021,"G2M","H4"
"H4_P6_M15",6395,33189.76,"H4",0.80850763655808,0.33452512879662,"S","H4"
"H5_P1_M15",2259,15683.61,"H5",-0.153759234284401,-0.0361585688608772,"G1","H5"
"H5_P5_M15",2483,15863.74,"H5",0.0338841337132029,0.0263096730624342,"S","H5"
"H5_P6_M15",3052,19431.5,"H5",0.0361196737131889,-0.0181186829833884,"S","H5"
"H6_P1_M15",2130,14592.49,"H6",-0.116119848670901,0.10998869149492,"G2M","H6"
"H6_P3_M15",2834,19089.24,"H6",-0.0321507866362516,0.0915132866839805,"G2M","H6"
"H6_P6_M15",1857,12730.59,"H6",-0.126142782055764,-0.0263146460499572,"G1","H6"
"H7_P1_M15",2212,15296.87,"H7",-0.0377136122736698,0.103081529718605,"G2M","H7"
"H7_P2_M15",6507,35257.7,"H7",0.636133936788673,0.27449877433217,"S","H7"
"H7_P5_M15",1246,8150.63,"H7",-0.0872011953680738,-0.084409638109738,"G1","H7"
"H7_P6_M15",1927,13225.64,"H7",-0.0972087657835757,-0.0334086915042936,"G1","H7"
"H8_P1_M15",2121,14501.81,"H8",0.089971277682442,-0.0464376680495368,"S","H8"
"H8_P5_M15",3438,21128.41,"H8",0.194404708431154,-0.00985793837673032,"S","H8"
"H9_P1_M15",2535,17406.68,"H9",-0.0245519081628416,0.171777034330962,"G2M","H9"
"H9_P5_M15",2420,15297.31,"H9",-0.179825504700188,-0.124745330614702,"G1","H9"
"H9_P6_M15",1654,11421.39,"H9",-0.0470146226519858,-0.0574885037391358,"G1","H9"
"A10_P1_M55_L001",4063,24702.53,"A10",-0.0967051649920577,-0.0556392132950218,"G1","A10"
"A10_P2_M55_L001",3039,17426.81,"A10",-0.0147161351227417,-0.094086825548692,"G1","A10"
"A10_P3_M55_L001",2040,13508.64,"A10",-0.0929379254424311,-0.154733195367125,"G1","A10"
"A10_P4_M55_L001",2119,13949.6,"A10",-0.0308200479982258,-0.155864703245731,"G1","A10"
"A11_P1_M55_L001",2737,17891.58,"A11",-0.139704772475915,-0.0591721900340224,"G1","A11"
"A11_P2_M55_L001",2891,17142.23,"A11",0.277564333591908,0.041942642723636,"S","A11"
"A11_P3_M55_L001",2603,16990.72,"A11",-0.0601953974074243,-0.0245057118850198,"G1","A11"
"A11_P4_M55_L001",2415,16390.4,"A11",-0.0735264828923115,-0.0488254098969328,"G1","A11"
"A12_P1_M55_L001",2153,14423.45,"A12",0.0165141558132436,0.0356499997805006,"G2M","A12"
"A12_P2_M55_L001",1238,8032.09,"A12",-0.0906916210491955,-0.0515803619734678,"G1","A12"
"A12_P3_M55_L001",3232,19319.7,"A12",0.0402681705482014,-0.0864936610812981,"S","A12"
"A12_P4_M55_L001",1933,13267.64,"A12",0.108320766441388,-0.111962648348083,"S","A12"
"A2_P1_M55_L001",2600,17585.41,"A2",-0.077849990531268,-0.00843582931725548,"G1","A2"
"A2_P2_M55_L001",2178,13702.06,"A2",0.0778999440042312,-0.0798083962261115,"S","A2"
"A2_P3_M55_L001",2213,15126.52,"A2",-0.142529786405055,-0.107566624532787,"G1","A2"
"A2_P4_M55_L001",3176,19999.69,"A2",-0.102713583651508,-0.0741119422835116,"G1","A2"
"A3_P1_M55_L001",3353,19676.1,"A3",-0.0365687494427976,-0.178094127106658,"G1","A3"
"A3_P2_M55_L001",3384,18590.39,"A3",0.0264527125662006,-0.0367371431669969,"S","A3"
"A3_P3_M55_L001",4941,27388,"A3",-0.126256648561543,-0.0695420321022484,"G1","A3"
"A3_P4_M55_L001",1805,12887.78,"A3",-0.0470970559628517,-0.015312350300367,"G1","A3"
"A4_P1_M55_L001",3831,21855.85,"A4",-0.144314187762741,-0.0927449485849652,"G1","A4"
"A4_P2_M55_L001",2685,15679.77,"A4",-0.0241584603832796,-0.0897098201316666,"G1","A4"
"A4_P3_M55_L001",1878,12903.01,"A4",-0.0865762193671341,-0.119948596481518,"G1","A4"
"A4_P4_M55_L001",2284,15569.13,"A4",-0.0646035890109041,-0.0309403602971225,"G1","A4"
"A5_P1_M55_L001",3371,20526.36,"A5",-0.100558153505333,-0.0824522470405554,"G1","A5"
"A5_P2_M55_L001",3236,18561.55,"A5",-0.023894745461432,-0.124723630813432,"G1","A5"
"A5_P3_M55_L001",3322,21055.96,"A5",-0.00167462570020963,-0.139271812358987,"G1","A5"
"A5_P4_M55_L001",5020,28010.89,"A5",0.790772815273884,0.484104681718831,"S","A5"
"A6_P1_M55_L001",2632,17613.37,"A6",-0.0084904928649718,-0.0291275530266811,"G1","A6"
"A6_P2_M55_L001",2638,16067.68,"A6",0.0396009248704436,-0.0358332304105955,"S","A6"
"A6_P3_M55_L001",2111,14338.23,"A6",0.0434759752783177,-0.100813218213201,"S","A6"
"A6_P4_M55_L001",1984,13878.7,"A6",0.00611507248331486,-0.12836198683994,"S","A6"
"A7_P1_M55_L001",2527,17189.04,"A7",-0.0517328126473121,0.0222843243297038,"G2M","A7"
"A7_P2_M55_L001",2319,14026.04,"A7",-0.0679816410310008,0.00397268239815446,"G2M","A7"
"A7_P3_M55_L001",2213,14904.67,"A7",-0.0188757717938518,0.0136011076892233,"G2M","A7"
"A7_P4_M55_L001",1935,13297.6,"A7",-0.0918868871618312,-0.0664898583574667,"G1","A7"
"A8_P1_M55_L001",4331,25737.56,"A8",0.0052323986532147,-0.0903426655879424,"S","A8"
"A8_P2_M55_L001",2922,17341.56,"A8",-0.041502246037873,-0.0619311353336261,"G1","A8"
